time,smaller,larger,outer,inner,updates
1.148,29,1992,1992,0,0
4.829,19,53350,53350,19,19
0.275,19,1692,1692,0,0
2.842,19,7212,7212,0,0
1.16,19,1992,1992,0,0
4.876,19,53350,53350,22,17
0.275,19,1692,1692,0,0
2.858,19,7212,7212,4,4
1.149,19,1992,1992,0,0
4.828,17,53350,53350,16,16
0.281,17,1692,1692,0,0
2.838,17,7212,7212,0,0
1.149,17,1992,1992,0,0
4.842,16,53350,53350,49,46
0.276,16,1692,1692,0,0
2.845,16,7212,7212,1,1
1.153,16,1992,1992,0,0
4.871,46,53350,53350,46,46
0.275,46,1692,1692,0,0
2.893,46,7212,7212,0,0
1.161,46,1992,1992,0,0
4.812,46,53350,53350,18,15
0.276,46,1692,1692,0,0
2.912,46,7212,7212,1,1
1.157,46,1992,1992,0,0
4.794,15,53350,53350,15,15
0.28,15,1692,1692,0,0
2.833,15,7212,7212,0,0
1.151,15,1992,1992,0,0
4.802,15,53350,53350,18,15
0.276,15,1692,1692,0,0
2.84,15,7212,7212,1,1
1.153,15,1992,1992,0,0
4.776,15,53350,53350,15,15
0.274,15,1692,1692,0,0
2.832,15,7212,7212,0,0
1.152,15,1992,1992,0,0
4.788,15,53350,53350,17,15
0.273,15,1692,1692,0,0
2.842,15,7212,7212,1,1
1.153,15,1992,1992,0,0
4.778,15,53350,53350,15,15
0.274,15,1692,1692,0,0
2.863,15,7212,7212,0,0
1.149,15,1992,1992,0,0
4.751,15,53350,53350,18,1
0.273,15,1692,1692,0,0
2.836,15,7212,7212,1,1
1.152,15,1992,1992,0,0
4.696,1,53350,53350,1,1
0.269,1,1692,1692,0,0
2.815,1,7212,7212,0,0
1.15,1,1992,1992,0,0
4.703,1,53350,53350,3,1
0.268,1,1692,1692,0,0
2.813,1,7212,7212,1,1
1.142,1,1992,1992,0,0
4.669,1,53350,53350,1,1
0.269,1,1692,1692,0,0
2.828,1,7212,7212,0,0
1.16,1,1992,1992,0,0
4.659,1,53350,53350,4,1
0.269,1,1692,1692,0,0
2.819,1,7212,7212,1,1
1.136,1,1992,1992,0,0
4.674,1,53350,53350,1,1
0.286,1,1692,1692,0,0
2.822,1,7212,7212,0,0
1.158,1,1992,1992,0,0
4.671,1,53350,53350,3,0
0.276,1,1692,1692,0,0
2.836,1,7212,7212,1,1
1.16,1,1992,1992,0,0
0.655,548,3895,546,537,367
0.514,381,74903,381,412,408
5.267,390,53350,53350,394,382
0.341,390,1966,1966,78,1
2.916,390,7212,7212,2,1
1.169,390,1992,1992,0,0
5.205,316,53350,53350,204,200
0.327,316,1966,1966,0,0
2.905,316,7212,7212,0,0
1.185,316,1992,1992,0,0
5.08,125,53350,53350,70,62
0.356,125,1966,1966,9,9
2.944,125,7212,7212,17,17
1.161,125,1992,1992,0,0
5.054,68,53350,53350,38,31
0.333,68,1966,1966,7,7
3.006,68,7212,7212,32,32
1.211,68,1992,1992,1,1
0.696,1,3445,3421,2,2
4.984,32,53350,53350,31,30
0.322,32,1968,1968,0,0
2.882,32,7212,7212,6,6
1.182,32,1992,1992,1,1
0.692,1,3451,3427,0,0
4.966,27,53350,53350,49,33
0.321,27,1968,1968,0,0
2.932,27,7212,7212,11,11
1.189,27,1992,1992,0,0
4.892,32,53350,53350,33,16
0.312,32,1968,1968,0,0
2.944,32,7212,7212,47,47
1.167,32,1992,1992,3,3
0.775,3,3509,3485,24,24
4.869,15,53350,53350,11,9
0.313,15,1992,1992,0,0
2.888,15,7212,7212,5,5
1.163,15,1992,1992,0,0
4.831,9,53350,53350,9,0
0.315,9,1992,1992,0,0
2.906,9,7212,7212,0,0
1.161,9,1992,1992,0,0
0.345,119,3900,114,139,113
0.185,139,75917,139,103,103
5.069,103,53350,53350,84,84
0.345,103,2105,2105,0,0
2.902,103,7212,7212,0,0
1.179,103,1992,1992,0,0
5.036,84,53350,53350,94,93
0.338,84,2105,2105,0,0
2.921,84,7212,7212,0,0
1.179,84,1992,1992,0,0
5.086,69,53350,53350,98,90
0.339,69,2105,2105,0,0
2.924,69,7212,7212,15,15
1.187,69,1992,1992,0,0
5.008,86,53350,53350,99,76
0.348,86,2105,2105,0,0
2.931,86,7212,7212,10,10
1.165,86,1992,1992,2,2
0.746,2,3539,3510,2,2
5.036,50,53350,53350,43,36
0.332,50,2107,2107,0,0
3.003,50,7212,7212,16,16
1.2,50,1992,1992,5,5
0.762,5,3555,3528,4,4
4.927,34,53350,53350,15,9
0.332,34,2111,2111,0,0
2.986,34,7212,7212,23,23
1.187,34,1992,1992,4,4
0.765,4,3578,3551,16,16
4.901,8,53350,53350,7,7
0.341,8,2119,2119,0,0
2.878,8,7212,7212,0,0
1.173,8,1992,1992,1,1
0.75,1,3578,3552,1,1
4.889,7,53350,53350,5,5
0.347,7,2120,2120,0,0
2.893,7,7212,7212,6,6
1.167,7,1992,1992,0,0
4.883,5,53350,53350,3,3
0.343,5,2120,2120,0,0
2.861,5,7212,7212,0,0
1.151,5,1992,1992,0,0
4.818,3,53350,53350,2,2
0.374,3,2120,2120,0,0
2.885,3,7212,7212,1,1
1.166,3,1992,1992,0,0
4.773,2,53350,53350,2,2
0.335,2,2120,2120,0,0
2.894,2,7212,7212,0,0
1.176,2,1992,1992,0,0
4.747,2,53350,53350,2,2
0.345,2,2120,2120,0,0
2.882,2,7212,7212,0,0
1.169,2,1992,1992,0,0
4.713,2,53350,53350,0,0
0.362,2,2120,2120,36,36
2.892,2,7212,7212,0,0
1.171,2,1992,1992,0,0
4.715,36,53350,53350,0,0
0.336,36,2120,2120,0,0
2.848,36,7212,7212,0,0
1.144,36,1992,1992,0,0
0.275,71,3912,69,75,57
0.123,70,76408,70,40,40
5.02,40,53350,53350,31,31
0.396,40,2175,2175,0,0
2.882,40,7212,7212,0,0
1.14,40,1992,1992,0,0
4.972,31,53350,53350,24,20
0.358,31,2175,2175,0,0
2.854,31,7212,7212,0,0
1.177,31,1992,1992,0,0
4.984,20,53350,53350,16,16
0.39,20,2175,2175,0,0
2.887,20,7212,7212,4,4
1.147,20,1992,1992,0,0
4.931,16,53350,53350,18,15
0.363,16,2175,2175,0,0
2.923,16,7212,7212,11,11
1.171,16,1992,1992,1,1
0.745,1,3600,3572,0,0
4.967,14,53350,53350,14,14
0.365,14,2175,2175,0,0
2.852,14,7212,7212,0,0
1.177,14,1992,1992,0,0
4.811,14,53350,53350,3,0
0.352,14,2175,2175,0,0
2.904,14,7212,7212,21,21
1.153,14,1992,1992,1,1
0.797,1,3621,3585,1,1
0.142,36,3914,26,26,25
0.069,26,76543,26,24,24
4.963,24,53350,53350,18,14
0.338,24,2201,2201,0,0
2.885,24,7212,7212,0,0
1.176,24,1992,1992,0,0
4.875,13,53350,53350,11,11
0.337,13,2201,2201,0,0
2.897,13,7212,7212,0,0
1.183,13,1992,1992,0,0
4.907,10,53350,53350,3,3
0.343,10,2201,2201,0,0
2.885,10,7212,7212,5,5
1.257,10,1992,1992,0,0
4.758,3,53350,53350,3,3
0.329,3,2201,2201,0,0
2.834,3,7212,7212,0,0
1.14,3,1992,1992,0,0
4.741,3,53350,53350,1,1
0.346,3,2201,2201,0,0
2.872,3,7212,7212,1,1
1.141,3,1992,1992,0,0
4.748,1,53350,53350,1,1
0.327,1,2201,2201,0,0
2.871,1,7212,7212,0,0
1.178,1,1992,1992,0,0
4.732,1,53350,53350,0,0
0.335,1,2201,2201,0,0
2.88,1,7212,7212,2,2
1.165,1,1992,1992,0,0
0.138,8,3914,8,11,11
0.047,10,76598,10,6,6
4.894,6,53350,53350,2,2
0.346,6,2211,2211,0,0
2.845,6,7212,7212,0,0
1.16,6,1992,1992,0,0
4.854,2,53350,53350,3,3
0.372,2,2211,2211,0,0
2.881,2,7212,7212,0,0
1.161,2,1992,1992,0,0
4.854,3,53350,53350,2,2
0.336,3,2211,2211,0,0
2.903,3,7212,7212,0,0
1.186,3,1992,1992,0,0
4.75,2,53350,53350,2,2
0.339,2,2211,2211,0,0
2.839,2,7212,7212,0,0
1.173,2,1992,1992,0,0
4.74,1,53350,53350,1,1
0.333,1,2211,2211,0,0
2.839,1,7212,7212,0,0
1.179,1,1992,1992,0,0
4.748,1,53350,53350,0,0
0.33,1,2211,2211,0,0
2.993,1,7212,7212,2,2
1.176,1,1992,1992,0,0
0.099,2,3914,2,2,2
0.022,2,76613,2,2,2
4.744,2,53350,53350,0,0
0.365,2,2213,2213,0,0
2.884,2,7212,7212,0,0
1.203,2,1992,1992,0,0
5.754,7129,27535,27535,3142,3141
1.895,4575,9976,4575,22,22
0.613,961,9976,961,14,14
0.023,14,22,1,1,1
5.884,9976,27535,27535,5807,2658
0.036,1,9976,1,1,1
1.832,4575,9976,4575,22,0
0.6,961,9976,961,14,0
4.25,2613,27535,27535,1814,1782
0.03,1,2613,1,0,0
1.985,2613,4575,4575,116,116
1.991,961,2613,961,1018,1018
0.175,138,1016,97,98,98
3.958,1673,27535,27535,1544,1483
0.117,65,1673,65,8,8
2.137,1673,4575,4575,301,301
0.745,961,1673,961,95,95
0.163,95,439,254,52,52
3.405,1436,27535,27535,871,822
0.077,108,1436,108,16,16
2.064,1436,4575,4575,182,182
0.974,961,1436,961,264,264
0.392,264,621,550,242,233
3.228,810,27535,27535,689,610
0.102,230,810,230,0,0
2.107,810,4575,4575,234,234
0.666,810,961,961,42,42
0.438,42,855,806,235,235
3.07,589,27535,27535,514,490
0.104,404,589,404,0,0
1.918,589,4575,4575,130,130
0.635,589,961,961,33,33
0.366,33,985,940,89,79
2.907,484,27535,27535,466,338
0.128,482,484,482,2,2
1.967,484,4575,4575,181,181
0.593,484,961,961,9,9
0.355,9,1166,1121,36,14
2.8,309,27535,27535,246,221
0.119,309,494,494,0,0
1.893,309,4575,4575,100,100
0.601,309,961,961,18,18
0.356,18,1266,1221,34,4
2.727,217,27535,27535,273,193
0.125,217,496,496,0,0
1.844,217,4575,4575,108,108
0.559,217,961,961,0,0
2.693,181,27535,27535,197,165
0.135,181,496,496,5,5
1.775,181,4575,4575,41,41
0.559,181,961,961,0,0
2.64,156,27535,27535,174,67
0.122,156,496,496,0,0
1.719,156,4575,4575,13,13
0.566,156,961,961,1,1
0.379,1,1428,1382,3,3
2.602,67,27535,27535,57,38
0.121,67,499,499,0,0
1.718,67,4575,4575,9,9
0.555,67,961,961,0,0
2.552,38,27535,27535,35,6
0.12,38,499,499,0,0
1.707,38,4575,4575,8,8
0.553,38,961,961,0,0
2.461,6,27535,27535,4,0
0.117,6,499,499,0,0
1.658,6,4575,4575,0,0
0.548,6,961,961,0,0
1.343,1445,1492,1399,1698,852
0.99,1050,18555,1050,1049,1015
3.146,996,27535,27535,930,875
0.25,996,1050,1050,16,16
1.764,996,4575,4575,22,22
0.595,961,996,961,13,13
0.407,13,1467,1421,16,16
2.88,830,27535,27535,318,296
0.22,830,1060,1060,44,0
1.776,830,4575,4575,30,30
0.553,830,961,961,0,0
2.774,191,27535,27535,138,106
0.223,191,1060,1060,2,2
1.817,191,4575,4575,60,60
0.581,191,961,961,1,1
0.421,1,1557,1500,1,1
2.703,106,27535,27535,90,77
0.229,106,1061,1061,25,25
1.762,106,4575,4575,37,37
0.573,106,961,961,6,6
0.431,6,1594,1537,6,6
2.697,100,27535,27535,96,91
0.21,100,1067,1067,0,0
1.798,100,4575,4575,61,61
0.571,100,961,961,4,4
0.443,4,1655,1589,23,4
2.647,81,27535,27535,53,44
0.205,81,1071,1071,0,0
1.759,81,4575,4575,45,45
0.563,81,961,961,1,1
0.451,1,1700,1612,3,3
2.626,44,27535,27535,45,39
0.22,44,1074,1074,8,8
1.782,44,4575,4575,56,56
0.568,44,961,961,2,2
0.449,2,1756,1659,2,0
2.612,46,27535,27535,41,28
0.211,46,1074,1074,4,4
1.725,46,4575,4575,24,24
0.557,46,961,961,0,0
2.586,32,27535,27535,23,12
0.211,32,1074,1074,4,0
1.708,32,4575,4575,11,11
0.556,32,961,961,0,0
2.571,12,27535,27535,11,5
0.203,12,1074,1074,0,0
1.723,12,4575,4575,13,13
0.59,12,961,961,10,10
0.501,10,1804,1737,62,62
2.537,5,27535,27535,8,5
0.211,5,1105,1105,0,0
1.684,5,4575,4575,1,1
0.558,5,961,961,0,0
2.531,5,27535,27535,3,1
0.212,5,1105,1105,2,2
1.672,5,4575,4575,0,0
0.561,5,961,961,0,0
2.521,3,27535,27535,6,1
0.204,3,1105,1105,0,0
1.719,3,4575,4575,1,1
0.568,3,961,961,0,0
2.453,1,27535,27535,1,1
0.202,1,1105,1105,0,0
1.675,1,4575,4575,0,0
0.563,1,961,961,0,0
2.45,1,27535,27535,4,1
0.201,1,1105,1105,0,0
1.677,1,4575,4575,1,1
0.557,1,961,961,0,0
2.45,1,27535,27535,1,1
0.201,1,1105,1105,0,0
1.662,1,4575,4575,0,0
0.547,1,961,961,0,0
2.449,1,27535,27535,4,1
0.207,1,1105,1105,0,0
1.666,1,4575,4575,1,1
0.548,1,961,961,0,0
2.448,1,27535,27535,1,1
0.206,1,1105,1105,0,0
1.664,1,4575,4575,0,0
0.549,1,961,961,0,0
2.447,1,27535,27535,3,1
0.206,1,1105,1105,0,0
1.687,1,4575,4575,1,1
0.561,1,961,961,0,0
2.458,1,27535,27535,1,1
0.206,1,1105,1105,0,0
1.682,1,4575,4575,0,0
0.556,1,961,961,0,0
2.448,1,27535,27535,4,1
0.206,1,1105,1105,0,0
1.679,1,4575,4575,1,1
0.548,1,961,961,0,0
2.446,1,27535,27535,1,1
0.201,1,1105,1105,0,0
1.667,1,4575,4575,0,0
0.549,1,961,961,0,0
2.448,1,27535,27535,3,1
0.199,1,1105,1105,0,0
1.671,1,4575,4575,1,1
0.549,1,961,961,0,0
2.54,1,27535,27535,1,1
0.208,1,1105,1105,0,0
1.776,1,4575,4575,0,0
0.595,1,961,961,0,0
2.625,1,27535,27535,4,1
0.202,1,1105,1105,0,0
1.782,1,4575,4575,1,1
0.555,1,961,961,0,0
2.52,1,27535,27535,1,1
0.202,1,1105,1105,0,0
1.732,1,4575,4575,0,0
0.583,1,961,961,0,0
2.554,1,27535,27535,3,0
0.201,1,1105,1105,0,0
1.682,1,4575,4575,1,1
0.557,1,961,961,0,0
0.499,368,1529,339,415,247
0.316,266,21020,266,234,230
2.768,212,27535,27535,225,213
0.265,212,1316,1316,17,1
1.713,212,4575,4575,2,1
0.56,212,961,961,0,0
2.682,185,27535,27535,81,67
0.251,185,1316,1316,0,0
1.729,185,4575,4575,8,8
0.555,185,961,961,0,0
2.668,64,27535,27535,52,49
0.259,64,1316,1316,5,5
1.741,64,4575,4575,31,31
0.558,64,961,961,0,0
2.61,53,27535,27535,40,27
0.258,53,1316,1316,5,5
1.709,53,4575,4575,18,18
0.559,53,961,961,0,0
2.585,31,27535,27535,26,24
0.253,31,1316,1316,0,0
1.712,31,4575,4575,13,13
0.582,31,961,961,1,1
0.477,1,1884,1817,20,0
2.57,20,27535,27535,19,13
0.292,20,1316,1316,48,48
1.693,20,4575,4575,0,0
0.557,20,961,961,0,0
2.612,61,27535,27535,53,39
0.257,61,1316,1316,4,4
1.703,61,4575,4575,9,9
0.573,61,961,961,3,3
0.494,3,1893,1826,24,24
2.569,43,27535,27535,36,36
0.251,43,1340,1340,0,0
1.69,43,4575,4575,0,0
0.566,43,961,961,0,0
2.55,36,27535,27535,21,12
0.249,36,1340,1340,0,0
1.681,36,4575,4575,0,0
0.563,36,961,961,0,0
2.556,12,27535,27535,12,12
0.248,12,1340,1340,0,0
1.674,12,4575,4575,0,0
0.56,12,961,961,0,0
2.513,12,27535,27535,0,0
0.246,12,1340,1340,0,0
1.671,12,4575,4575,0,0
0.554,12,961,961,0,0
0.126,80,1533,80,110,36
0.074,60,21749,60,57,57
2.557,57,27535,27535,5,5
0.253,57,1376,1376,0,0
1.704,57,4575,4575,0,0
0.561,57,961,961,0,0
2.556,5,27535,27535,3,3
0.252,5,1376,1376,0,0
1.677,5,4575,4575,0,0
0.561,5,961,961,0,0
2.538,3,27535,27535,2,2
0.253,3,1376,1376,0,0
1.673,3,4575,4575,0,0
0.554,3,961,961,0,0
2.517,2,27535,27535,3,1
0.256,2,1376,1376,0,0
1.67,2,4575,4575,0,0
0.552,2,961,961,0,0
2.445,1,27535,27535,1,1
0.259,1,1376,1376,0,0
1.657,1,4575,4575,0,0
0.55,1,961,961,0,0
2.451,1,27535,27535,2,2
0.253,1,1376,1376,0,0
1.659,1,4575,4575,0,0
0.55,1,961,961,0,0
2.47,2,27535,27535,2,2
0.253,2,1376,1376,0,0
1.658,2,4575,4575,0,0
0.551,2,961,961,0,0
2.463,2,27535,27535,1,1
0.253,2,1376,1376,0,0
1.663,2,4575,4575,1,1
0.55,2,961,961,0,0
2.464,1,27535,27535,1,1
0.253,1,1376,1376,0,0
1.656,1,4575,4575,0,0
0.55,1,961,961,0,0
2.442,1,27535,27535,0,0
0.252,1,1376,1376,0,0
1.657,1,4575,4575,0,0
0.549,1,961,961,0,0
0.062,1,1533,1,2,2
0.019,2,21824,2,2,2
2.461,2,27535,27535,2,2
0.246,2,1378,1378,0,0
1.673,2,4575,4575,0,0
0.557,2,961,961,0,0
2.452,2,27535,27535,2,2
0.247,2,1378,1378,0,0
1.658,2,4575,4575,0,0
0.556,2,961,961,0,0
2.444,2,27535,27535,0,0
0.246,2,1378,1378,0,0
1.65,2,4575,4575,0,0
0.556,2,961,961,0,0
7.346,7339,41392,41392,4816,4816
2.531,6709,11416,6709,13,13
0.874,1243,11416,1243,40,40
0.023,13,40,2,1,1
8.63,11416,41392,41392,10532,5692
0.017,1,11416,1,0,0
2.448,6709,11416,6709,13,0
0.772,1243,11416,1243,40,0
7.639,5258,41392,41392,6622,6440
0.049,1,5258,1,0,0
2.794,5258,6709,6709,223,223
2.028,1243,5258,1243,886,886
0.33,236,884,215,449,449
7.61,5630,41392,41392,10272,9896
0.235,238,5630,238,753,753
3.295,5630,6709,6709,815,815
1.388,1243,5630,1243,364,364
0.631,364,1051,977,637,637
7.051,10170,41392,41392,12755,9232
0.308,562,10170,562,199,199
3.037,6709,10170,6709,460,460
1.364,1243,10170,1243,427,427
0.628,427,1511,1440,385,361
10.778,7652,41392,41392,46850,44313
0.365,760,7652,760,513,513
3.278,6709,7652,6709,590,590
0.97,1243,7652,1243,146,146
0.633,146,2101,2001,291,269
6.557,7525,41392,41392,25659,5912
0.391,913,7525,913,932,932
3.07,6709,7525,6709,432,432
1.016,1243,7525,1243,279,279
0.701,279,2533,2484,220,208
5.663,5781,41392,41392,9125,5390
0.406,1067,5781,1067,2060,812
2.997,5781,6709,6709,325,325
0.935,1243,5781,1243,182,182
0.737,182,2858,2813,242,87
5.379,5574,41392,41392,6761,5386
0.364,1148,5574,1148,799,247
2.845,5574,6709,6709,298,298
0.932,1243,5574,1243,176,176
0.73,176,3156,3125,130,96
5,4549,41392,41392,5179,3978
0.38,1235,4549,1235,806,376
2.966,4549,6709,6709,464,464
0.857,1243,4549,1243,80,80
0.758,80,3620,3572,258,97
4.619,3725,41392,41392,3303,2448
0.362,1280,3725,1280,301,129
2.607,3725,6709,6709,187,187
0.796,1243,3725,1243,35,35
0.652,35,3807,3759,48,0
4.334,2190,41392,41392,2161,1414
0.331,1280,2190,1280,1076,44
2.842,2190,6709,6709,462,462
0.829,1243,2190,1243,52,52
0.748,52,4269,4221,79,59
3.957,1233,41392,41392,878,609
0.306,1233,1301,1301,365,21
2.521,1233,6709,6709,102,102
0.776,1233,1243,1243,22,22
0.695,22,4371,4323,42,0
3.747,567,41392,41392,783,216
0.282,567,1301,1301,518,2
2.739,567,6709,6709,289,289
0.8,567,1243,1243,21,21
0.758,21,4660,4604,76,72
3.754,173,41392,41392,228,198
0.291,173,1325,1325,94,8
2.432,173,6709,6709,26,26
0.752,173,1243,1243,1,1
0.721,1,4686,4630,0,0
3.578,193,41392,41392,274,83
0.252,193,1325,1325,3,1
2.573,193,6709,6709,161,161
0.771,193,1243,1243,4,4
0.774,4,4847,4788,45,33
3.508,76,41392,41392,70,63
0.272,76,1336,1336,12,12
2.395,76,6709,6709,0,0
0.755,76,1243,1243,0,0
3.5,73,41392,41392,146,71
0.249,73,1336,1336,0,0
2.583,73,6709,6709,171,171
0.801,73,1243,1243,37,37
0.847,37,5018,4982,236,234
3.487,69,41392,41392,70,66
0.255,69,1396,1396,0,0
2.361,69,6709,6709,0,0
0.739,69,1243,1243,0,0
3.473,66,41392,41392,127,65
0.255,66,1396,1396,0,0
2.467,66,6709,6709,78,78
0.751,66,1243,1243,5,5
0.8,5,5096,5060,42,42
3.47,56,41392,41392,51,50
0.269,56,1406,1406,2,2
2.382,56,6709,6709,0,0
0.755,56,1243,1243,0,0
3.447,50,41392,41392,176,45
0.26,50,1406,1406,0,0
2.661,50,6709,6709,265,265
0.772,50,1243,1243,7,7
0.819,7,5361,5325,57,19
3.435,37,41392,41392,34,34
0.259,37,1413,1413,2,2
2.381,37,6709,6709,0,0
0.751,37,1243,1243,0,0
3.407,33,41392,41392,112,15
0.258,33,1413,1413,2,2
2.455,33,6709,6709,73,73
0.755,33,1243,1243,0,0
3.373,17,41392,41392,14,14
0.253,17,1413,1413,0,0
2.374,17,6709,6709,0,0
0.756,17,1243,1243,0,0
3.357,14,41392,41392,41,4
0.257,14,1413,1413,0,0
2.387,14,6709,6709,36,36
0.74,14,1243,1243,0,0
3.343,4,41392,41392,4,3
0.251,4,1413,1413,0,0
2.359,4,6709,6709,0,0
0.742,4,1243,1243,0,0
3.242,3,41392,41392,6,0
0.245,3,1413,1413,0,0
2.337,3,6709,6709,0,0
0.749,3,1243,1243,0,0
3.607,2762,5470,5434,8708,5040
2.817,3078,72134,3078,16293,7193
5.496,3976,41392,41392,4142,2790
0.541,3078,3976,3078,633,62
2.489,3976,6709,6709,17,17
0.773,1243,3976,1243,5,5
0.818,5,5487,5451,16,16
5.246,2394,41392,41392,2620,2284
0.512,2394,3088,3088,166,78
2.438,2394,6709,6709,4,4
0.757,1243,2394,1243,0,0
4.944,1901,41392,41392,1923,1651
0.475,1901,3088,3088,68,68
2.899,1901,6709,6709,365,365
0.829,1243,1901,1243,36,36
1.032,36,5856,5795,184,160
4.601,1444,41392,41392,2152,2021
0.565,1444,3171,3171,212,198
2.81,1444,6709,6709,221,221
0.791,1243,1444,1243,13,13
0.975,13,6077,5998,30,30
4.091,2145,41392,41392,975,678
0.526,2145,3193,3193,167,77
2.773,2145,6709,6709,252,252
0.789,1243,2145,1243,24,24
1.063,24,6329,6259,168,168
3.91,606,41392,41392,581,499
0.481,606,3280,3280,56,44
2.475,606,6709,6709,49,49
0.758,606,1243,1243,0,0
3.782,513,41392,41392,369,262
0.544,513,3280,3280,209,209
2.538,513,6709,6709,91,91
0.78,513,1243,1243,4,4
1.033,4,6469,6372,18,18
3.851,433,41392,41392,539,505
0.466,433,3296,3296,102,42
2.413,433,6709,6709,2,2
0.74,433,1243,1243,0,0
3.739,536,41392,41392,438,301
0.56,536,3296,3296,195,195
2.435,536,6709,6709,12,12
0.751,536,1243,1243,1,1
0.997,1,6483,6385,0,0
3.822,404,41392,41392,484,437
0.472,404,3296,3296,23,22
2.395,404,6709,6709,1,1
0.75,404,1243,1243,0,0
4.142,343,41392,41392,1544,1472
0.492,343,3296,3296,32,31
2.436,343,6709,6709,14,14
0.767,343,1243,1243,0,0
3.772,1494,41392,41392,911,400
0.468,1494,3296,3296,40,30
2.447,1494,6709,6709,12,12
0.773,1243,1494,1243,3,3
0.999,3,6510,6407,8,0
3.645,294,41392,41392,242,208
0.468,294,3296,3296,30,30
2.43,294,6709,6709,6,6
0.765,294,1243,1243,0,0
3.571,238,41392,41392,173,148
0.452,238,3296,3296,91,25
2.422,238,6709,6709,10,10
0.768,238,1243,1243,0,0
3.514,145,41392,41392,106,78
0.454,145,3296,3296,20,20
2.373,145,6709,6709,1,1
0.75,145,1243,1243,0,0
3.482,91,41392,41392,54,52
0.432,91,3296,3296,10,10
2.379,91,6709,6709,1,1
0.755,91,1243,1243,1,1
1,1,6528,6425,2,0
3.446,60,41392,41392,36,32
0.465,60,3296,3296,32,32
2.405,60,6709,6709,2,2
0.753,60,1243,1243,0,0
3.437,60,41392,41392,32,30
0.417,60,3296,3296,1,1
2.373,60,6709,6709,0,0
0.752,60,1243,1243,0,0
3.409,31,41392,41392,22,17
0.424,31,3296,3296,3,3
2.371,31,6709,6709,1,1
0.754,31,1243,1243,0,0
3.394,20,41392,41392,20,6
0.409,20,3296,3296,0,0
2.367,20,6709,6709,0,0
0.744,20,1243,1243,0,0
3.373,6,41392,41392,7,3
0.408,6,3296,3296,0,0
2.364,6,6709,6709,1,1
0.755,6,1243,1243,2,2
0.998,2,6532,6428,0,0
3.362,3,41392,41392,3,2
0.407,3,3296,3296,0,0
2.368,3,6709,6709,0,0
0.749,3,1243,1243,0,0
3.324,2,41392,41392,5,2
0.405,2,3296,3296,0,0
2.361,2,6709,6709,1,1
0.75,2,1243,1243,0,0
3.311,2,41392,41392,1,1
0.403,2,3296,3296,0,0
2.371,2,6709,6709,0,0
0.759,2,1243,1243,0,0
3.222,1,41392,41392,4,1
0.396,1,3296,3296,0,0
2.352,1,6709,6709,1,1
0.748,1,1243,1243,0,0
3.222,1,41392,41392,1,1
0.401,1,3296,3296,0,0
2.337,1,6709,6709,0,0
0.744,1,1243,1243,0,0
3.212,1,41392,41392,3,0
0.401,1,3296,3296,0,0
2.356,1,6709,6709,1,1
0.756,1,1243,1243,0,0
1.237,1065,2851,988,1290,834
0.884,784,89278,784,1224,1191
4.286,1146,41392,41392,1231,979
0.505,1146,3862,3862,17,1
2.425,1146,6709,6709,2,1
0.74,1146,1243,1243,0,0
3.895,887,41392,41392,778,480
0.525,887,3862,3862,80,59
2.372,887,6709,6709,0,0
0.746,887,1243,1243,0,0
3.619,240,41392,41392,101,93
0.485,240,3862,3862,5,5
2.528,240,6709,6709,57,57
0.767,240,1243,1243,1,1
1.038,1,6593,6489,33,33
3.539,98,41392,41392,70,65
0.508,98,3895,3895,13,13
2.42,98,6709,6709,6,6
0.783,98,1243,1243,3,3
1.021,3,6599,6495,3,1
3.425,78,41392,41392,17,14
0.467,78,3896,3896,0,0
2.412,78,6709,6709,5,5
0.747,78,1243,1243,0,0
3.401,12,41392,41392,7,7
0.478,12,3896,3896,2,2
2.396,12,6709,6709,9,9
0.745,12,1243,1243,0,0
3.359,9,41392,41392,11,10
0.469,9,3896,3896,0,0
2.389,9,6709,6709,9,9
0.763,9,1243,1243,3,3
1.056,3,6622,6510,24,24
3.352,10,41392,41392,8,8
0.469,10,3920,3920,0,0
2.418,10,6709,6709,0,0
0.755,10,1243,1243,0,0
3.246,8,41392,41392,9,0
0.455,8,3920,3920,0,0
2.36,8,6709,6709,0,0
0.747,8,1243,1243,0,0
0.267,87,2858,79,117,88
0.168,134,91766,134,125,92
3.572,89,41392,41392,170,145
0.483,89,3996,3996,0,0
2.412,89,6709,6709,0,0
0.746,89,1243,1243,0,0
3.428,145,41392,41392,114,18
0.491,145,3996,3996,240,0
2.368,145,6709,6709,0,0
0.742,145,1243,1243,0,0
3.385,11,41392,41392,8,8
0.479,11,3996,3996,0,0
2.363,11,6709,6709,2,2
0.775,11,1243,1243,0,0
3.343,8,41392,41392,6,0
0.477,8,3996,3996,0,0
2.348,8,6709,6709,1,1
0.742,8,1243,1243,0,0
0.092,3,2858,3,3,3
0.056,3,92019,3,16,16
3.343,16,41392,41392,1,1
0.477,16,3999,3999,0,0
2.392,16,6709,6709,0,0
0.749,16,1243,1243,0,0
3.233,1,41392,41392,1,1
0.462,1,3999,3999,0,0
2.327,1,6709,6709,0,0
0.736,1,1243,1243,0,0
3.223,1,41392,41392,1,1
0.462,1,3999,3999,0,0
2.327,1,6709,6709,0,0
0.735,1,1243,1243,0,0
3.212,1,41392,41392,0,0
